50,0.77083
75,0.7777
100,0.7777
125,0.8055
150,0.78472
175,0.75694
200,0.75
225,0.76388
250,0.75694
275,0.75694
300,0.75694
325,0.75694
350,0.75694
375,0.75694
400,0.75694
425,0.75694
450,0.75694
475,0.75
500,0.76388
525,0.75694
